Year,Date,Block,Sub_Plot,Treatment,ID,Group,Type,Species,Coverage
1,2022-10-17,2,15,W,2-15-W,Grass,Pasture Grass,Cynodon dactylon,5
1,2022-10-17,2,15,W,2-15-W,Sedge,Ruderal Graminoid,Cyperus spp.,4
1,2022-10-17,2,15,W,2-15-W,Forb,Obligate Forb,Dalea pinnata,1
1,2022-10-17,2,15,W,2-15-W,Forb,Ruderal Forb,Dichondra spp.,2
1,2022-10-17,2,15,W,2-15-W,Grass,Eragrostis spectabilis,Eragrostis spectabilis,0
1,2022-10-17,2,15,W,2-15-W,Grass,Ruderal Grass,Eustachys petraea,5
1,2022-10-17,2,15,W,2-15-W,Forb,Ruderal Forb,Lactuca canadensis,2
1,2022-10-17,2,15,W,2-15-W,Forb,Obligate Forb,Liatris gracilis,1
1,2022-10-17,2,15,W,2-15-W,Forb,Ruderal Forb,Oxalis corniculata,3
1,2022-10-17,2,15,W,2-15-W,Grass,Pasture Grass,Paspalum notatum,7
1,2022-10-17,2,15,W,2-15-W,Grass,Ruderal Graminoid,Paspalum setaceum,0
1,2022-10-17,2,15,W,2-15-W,Forb,Obligate Forb,Pityopsis trayci,4
1,2022-10-17,2,15,W,2-15-W,Forb,Ruderal Forb,Richardia spp.,4
1,2022-10-17,2,15,W,2-15-W,Forb,Ruderal Forb,Rumex hastatulus,0
1,2022-10-17,2,15,W,2-15-W,Grass,Obligate Graminoid,Sorghastrum secundum,1
1,2022-10-17,2,16,LM,2-16-LM,Forb,Ruderal Forb,Acalypha gracilens,0
1,2022-10-17,2,16,LM,2-16-LM,Grass,Obligate Graminoid,Andropogon ternarius,2
1,2022-10-17,2,16,LM,2-16-LM,Grass,Andropogon virginicus,Andropogon virginicus,0
1,2022-10-17,2,16,LM,2-16-LM,Grass,Pasture Grass,Cynodon dactylon,6
1,2022-10-17,2,16,LM,2-16-LM,Sedge,Ruderal Graminoid,Cyperus spp.,4
1,2022-10-17,2,16,LM,2-16-LM,Forb,Obligate Forb,Dalea pinnata,1
1,2022-10-17,2,16,LM,2-16-LM,Forb,Ruderal Forb,Dichondra spp.,2
1,2022-10-17,2,16,LM,2-16-LM,Grass,Eragrostis spectabilis,Eragrostis spectabilis,7
1,2022-10-17,2,16,LM,2-16-LM,Forb,Ruderal Forb,Lactuca canadensis,2
1,2022-10-17,2,16,LM,2-16-LM,Forb,Obligate Forb,Liatris gracilis,1
1,2022-10-17,2,16,LM,2-16-LM,Forb,Ruderal Forb,Oxalis corniculata,3
1,2022-10-17,2,16,LM,2-16-LM,Grass,Pasture Grass,Paspalum notatum,7
1,2022-10-17,2,16,LM,2-16-LM,Grass,Ruderal Graminoid,Paspalum setaceum,4
1,2022-10-17,2,16,LM,2-16-LM,Forb,Obligate Forb,Pityopsis trayci,4
1,2022-10-17,2,16,LM,2-16-LM,Forb,Ruderal Forb,Richardia spp.,3
1,2022-10-17,2,16,LM,2-16-LM,Forb,Ruderal Forb,Rumex hastatulus,0
1,2022-10-17,2,16,LM,2-16-LM,Grass,Obligate Graminoid,Sorghastrum secundum,3
1,2022-10-17,2,17,BM,2-17-BM,Forb,Ruderal Forb,Acalypha gracilens,0
1,2022-10-17,2,17,BM,2-17-BM,Grass,Obligate Graminoid,Andropogon ternarius,2
1,2022-10-17,2,17,BM,2-17-BM,Grass,Andropogon virginicus,Andropogon virginicus,3
1,2022-10-17,2,17,BM,2-17-BM,Grass,Pasture Grass,Cynodon dactylon,6
1,2022-10-17,2,17,BM,2-17-BM,Sedge,Ruderal Graminoid,Cyperus spp.,5
1,2022-10-17,2,17,BM,2-17-BM,Forb,Obligate Forb,Dalea pinnata,1
1,2022-10-17,2,17,BM,2-17-BM,Forb,Ruderal Forb,Dichondra spp.,2
1,2022-10-17,2,17,BM,2-17-BM,Grass,Eragrostis spectabilis,Eragrostis spectabilis,0
1,2022-10-17,2,17,BM,2-17-BM,Forb,Ruderal Forb,Lactuca canadensis,1
1,2022-10-17,2,17,BM,2-17-BM,Forb,Obligate Forb,Liatris gracilis,0
1,2022-10-17,2,17,BM,2-17-BM,Forb,Ruderal Forb,Oxalis corniculata,3
1,2022-10-17,2,17,BM,2-17-BM,Grass,Pasture Grass,Paspalum notatum,8
1,2022-10-17,2,17,BM,2-17-BM,Grass,Ruderal Graminoid,Paspalum setaceum,0
1,2022-10-17,2,17,BM,2-17-BM,Forb,Obligate Forb,Pityopsis trayci,5
1,2022-10-17,2,17,BM,2-17-BM,Forb,Ruderal Forb,Richardia spp.,1
1,2022-10-17,2,17,BM,2-17-BM,Forb,Ruderal Forb,Rumex hastatulus,0
1,2022-10-17,2,17,BM,2-17-BM,Grass,Obligate Graminoid,Sorghastrum secundum,0
1,2022-10-17,2,18,C,2-18-C,Forb,Ruderal Forb,Acalypha gracilens,0
1,2022-10-17,2,18,C,2-18-C,Grass,Obligate Graminoid,Andropogon ternarius,0
1,2022-10-17,2,18,C,2-18-C,Grass,Andropogon virginicus,Andropogon virginicus,0
1,2022-10-17,2,18,C,2-18-C,Grass,Pasture Grass,Cynodon dactylon,8
1,2022-10-17,2,18,C,2-18-C,Sedge,Ruderal Graminoid,Cyperus spp.,5
1,2022-10-17,2,18,C,2-18-C,Forb,Obligate Forb,Dalea pinnata,0
1,2022-10-17,2,18,C,2-18-C,Forb,Ruderal Forb,Dichondra spp.,2
1,2022-10-17,2,18,C,2-18-C,Grass,Eragrostis spectabilis,Eragrostis spectabilis,0
1,2022-10-17,2,18,C,2-18-C,Forb,Ruderal Forb,Lactuca canadensis,2
1,2022-10-17,2,18,C,2-18-C,Forb,Obligate Forb,Liatris gracilis,0
1,2022-10-17,2,18,C,2-18-C,Forb,Ruderal Forb,Oxalis corniculata,7
1,2022-10-17,2,18,C,2-18-C,Grass,Pasture Grass,Paspalum notatum,6
1,2022-10-17,2,18,C,2-18-C,Grass,Ruderal Graminoid,Paspalum setaceum,0
1,2022-10-17,2,18,C,2-18-C,Forb,Obligate Forb,Pityopsis trayci,0
1,2022-10-17,2,18,C,2-18-C,Forb,Ruderal Forb,Richardia spp.,2
1,2022-10-17,2,18,C,2-18-C,Forb,Ruderal Forb,Rumex hastatulus,0
1,2022-10-17,2,18,C,2-18-C,Grass,Obligate Graminoid,Sorghastrum secundum,0
1,2022-10-17,2,19,W,2-19-W,Forb,Ruderal Forb,Acalypha gracilens,0
1,2022-10-17,2,19,W,2-19-W,Grass,Obligate Graminoid,Andropogon ternarius,2
1,2022-10-17,2,19,W,2-19-W,Grass,Andropogon virginicus,Andropogon virginicus,0
1,2022-10-17,2,19,W,2-19-W,Grass,Aristida beyrichiana,Aristida beyrichiana,0
1,2022-10-17,2,19,W,2-19-W,Grass,Pasture Grass,Cynodon dactylon,8
1,2022-10-17,2,19,W,2-19-W,Sedge,Ruderal Graminoid,Cyperus spp.,5
1,2022-10-17,2,19,W,2-19-W,Forb,Obligate Forb,Dalea pinnata,1
1,2022-10-17,2,19,W,2-19-W,Forb,Ruderal Forb,Dichondra spp.,1
1,2022-10-17,2,19,W,2-19-W,Grass,Eragrostis spectabilis,Eragrostis spectabilis,0
1,2022-10-17,2,19,W,2-19-W,Forb,Ruderal Forb,Lactuca canadensis,1
1,2022-10-17,2,19,W,2-19-W,Forb,Obligate Forb,Liatris gracilis,1
1,2022-10-17,2,19,W,2-19-W,Forb,Ruderal Forb,Oxalis corniculata,3
1,2022-10-17,2,19,W,2-19-W,Grass,Pasture Grass,Paspalum notatum,6
1,2022-10-17,2,19,W,2-19-W,Grass,Ruderal Graminoid,Paspalum setaceum,0
1,2022-10-17,2,19,W,2-19-W,Forb,Obligate Forb,Pityopsis trayci,5
1,2022-10-17,2,19,W,2-19-W,Forb,Ruderal Forb,Richardia spp.,1
1,2022-10-17,2,19,W,2-19-W,Forb,Ruderal Forb,Rumex hastatulus,0
1,2022-10-17,2,19,W,2-19-W,Grass,Obligate Graminoid,Sorghastrum secundum,4
1,2022-10-17,2,20,C,2-20-C,Forb,Ruderal Forb,Acalypha gracilens,0
1,2022-10-17,2,20,C,2-20-C,Grass,Obligate Graminoid,Andropogon ternarius,0
1,2022-10-17,2,20,C,2-20-C,Grass,Andropogon virginicus,Andropogon virginicus,0
1,2022-10-17,2,20,C,2-20-C,Grass,Pasture Grass,Cynodon dactylon,8
1,2022-10-17,2,20,C,2-20-C,Sedge,Ruderal Graminoid,Cyperus spp.,5
1,2022-10-17,2,20,C,2-20-C,Forb,Obligate Forb,Dalea pinnata,0
1,2022-10-17,2,20,C,2-20-C,Forb,Ruderal Forb,Dichondra spp.,2
1,2022-10-17,2,20,C,2-20-C,Grass,Eragrostis spectabilis,Eragrostis spectabilis,0
1,2022-10-17,2,20,C,2-20-C,Forb,Ruderal Forb,Lactuca canadensis,2
1,2022-10-17,2,20,C,2-20-C,Forb,Obligate Forb,Liatris gracilis,0
1,2022-10-17,2,20,C,2-20-C,Forb,Ruderal Forb,Oxalis corniculata,3
1,2022-10-17,2,20,C,2-20-C,Grass,Pasture Grass,Paspalum notatum,7
1,2022-10-17,2,20,C,2-20-C,Grass,Ruderal Graminoid,Paspalum setaceum,0
1,2022-10-17,2,20,C,2-20-C,Forb,Obligate Forb,Pityopsis trayci,0
1,2022-10-17,2,20,C,2-20-C,Forb,Ruderal Forb,Richardia spp.,1
1,2022-10-17,2,20,C,2-20-C,Forb,Ruderal Forb,Rumex hastatulus,0
1,2022-10-17,2,20,C,2-20-C,Grass,Obligate Graminoid,Sorghastrum secundum,0
1,2022-10-17,2,21,LM,2-21-LM,Forb,Ruderal Forb,Acalypha gracilens,0
1,2022-10-17,2,21,LM,2-21-LM,Grass,Obligate Graminoid,Andropogon ternarius,2
1,2022-10-17,2,21,LM,2-21-LM,Grass,Andropogon virginicus,Andropogon virginicus,0
1,2022-10-17,2,21,LM,2-21-LM,Grass,Pasture Grass,Cynodon dactylon,8
1,2022-10-17,2,21,LM,2-21-LM,Sedge,Ruderal Graminoid,Cyperus spp.,4
1,2022-10-17,2,21,LM,2-21-LM,Forb,Obligate Forb,Dalea pinnata,2
1,2022-10-17,2,21,LM,2-21-LM,Forb,Ruderal Forb,Dichondra spp.,2
1,2022-10-17,2,21,LM,2-21-LM,Grass,Eragrostis spectabilis,Eragrostis spectabilis,6
1,2022-10-17,2,21,LM,2-21-LM,Grass,Ruderal Grass,Eustachys petraea,6
1,2022-10-17,2,21,LM,2-21-LM,Forb,Ruderal Forb,Lactuca canadensis,3
1,2022-10-17,2,21,LM,2-21-LM,Forb,Obligate Forb,Liatris gracilis,3
1,2022-10-17,2,21,LM,2-21-LM,Forb,Ruderal Forb,Oxalis corniculata,2
1,2022-10-17,2,21,LM,2-21-LM,Grass,Pasture Grass,Paspalum notatum,6
1,2022-10-17,2,21,LM,2-21-LM,Grass,Ruderal Graminoid,Paspalum setaceum,0
1,2022-10-17,2,21,LM,2-21-LM,Forb,Obligate Forb,Pityopsis trayci,7
1,2022-10-17,2,21,LM,2-21-LM,Forb,Ruderal Forb,Richardia spp.,2
1,2022-10-17,2,21,LM,2-21-LM,Forb,Ruderal Forb,Rumex hastatulus,0
1,2022-10-17,2,21,LM,2-21-LM,Grass,Obligate Graminoid,Sorghastrum secundum,5
1,2022-10-17,2,22,BM,2-22-BM,Forb,Ruderal Forb,Acalypha gracilens,2
1,2022-10-17,2,22,BM,2-22-BM,Grass,Obligate Graminoid,Andropogon ternarius,0
1,2022-10-17,2,22,BM,2-22-BM,Grass,Andropogon virginicus,Andropogon virginicus,3
1,2022-10-17,2,22,BM,2-22-BM,Grass,Pasture Grass,Cynodon dactylon,8
1,2022-10-17,2,22,BM,2-22-BM,Sedge,Ruderal Graminoid,Cyperus spp.,4
1,2022-10-17,2,22,BM,2-22-BM,Forb,Obligate Forb,Dalea pinnata,1
1,2022-10-17,2,22,BM,2-22-BM,Forb,Ruderal Forb,Dichondra spp.,2
1,2022-10-17,2,22,BM,2-22-BM,Grass,Eragrostis spectabilis,Eragrostis spectabilis,0
1,2022-10-17,2,22,BM,2-22-BM,Grass,Ruderal Grass,Eustachys petraea,6
1,2022-10-17,2,22,BM,2-22-BM,Forb,Ruderal Forb,Lactuca canadensis,1
1,2022-10-17,2,22,BM,2-22-BM,Forb,Obligate Forb,Liatris gracilis,1
1,2022-10-17,2,22,BM,2-22-BM,Forb,Ruderal Forb,Oxalis corniculata,3
1,2022-10-17,2,22,BM,2-22-BM,Grass,Pasture Grass,Paspalum notatum,6
1,2022-10-17,2,22,BM,2-22-BM,Grass,Ruderal Graminoid,Paspalum setaceum,0
1,2022-10-17,2,22,BM,2-22-BM,Forb,Obligate Forb,Pityopsis trayci,5
1,2022-10-17,2,22,BM,2-22-BM,Forb,Ruderal Forb,Richardia spp.,5
1,2022-10-17,2,22,BM,2-22-BM,Forb,Ruderal Forb,Rumex hastatulus,0
1,2022-10-17,2,22,BM,2-22-BM,Grass,Obligate Graminoid,Sorghastrum secundum,0
1,2022-10-17,2,23,LH,2-23-LH,Forb,Ruderal Forb,Acalypha gracilens,2
1,2022-10-17,2,23,LH,2-23-LH,Grass,Obligate Graminoid,Andropogon ternarius,1
1,2022-10-17,2,23,LH,2-23-LH,Grass,Andropogon virginicus,Andropogon virginicus,0
1,2022-10-17,2,23,LH,2-23-LH,Grass,Pasture Grass,Cynodon dactylon,3
1,2022-10-17,2,23,LH,2-23-LH,Sedge,Ruderal Graminoid,Cyperus spp.,1
1,2022-10-17,2,23,LH,2-23-LH,Forb,Obligate Forb,Dalea pinnata,3
1,2022-10-17,2,23,LH,2-23-LH,Forb,Ruderal Forb,Dichondra spp.,2
1,2022-10-17,2,23,LH,2-23-LH,Grass,Eragrostis spectabilis,Eragrostis spectabilis,9
1,2022-10-17,2,23,LH,2-23-LH,Grass,Ruderal Grass,Eustachys petraea,3
1,2022-10-17,2,23,LH,2-23-LH,Forb,Ruderal Forb,Lactuca canadensis,1
1,2022-10-17,2,23,LH,2-23-LH,Forb,Obligate Forb,Liatris gracilis,3
1,2022-10-17,2,23,LH,2-23-LH,Forb,Ruderal Forb,Oxalis corniculata,2
1,2022-10-17,2,23,LH,2-23-LH,Grass,Pasture Grass,Paspalum notatum,2
1,2022-10-17,2,23,LH,2-23-LH,Grass,Ruderal Graminoid,Paspalum setaceum,3
1,2022-10-17,2,23,LH,2-23-LH,Forb,Obligate Forb,Pityopsis trayci,7
1,2022-10-17,2,23,LH,2-23-LH,Forb,Ruderal Forb,Richardia spp.,1
1,2022-10-17,2,23,LH,2-23-LH,Forb,Ruderal Forb,Rumex hastatulus,0
1,2022-10-17,2,23,LH,2-23-LH,Grass,Obligate Graminoid,Sorghastrum secundum,2
1,2022-10-17,2,24,BH,2-24-BH,Forb,Ruderal Forb,Acalypha gracilens,0
1,2022-10-17,2,24,BH,2-24-BH,Grass,Obligate Graminoid,Andropogon ternarius,1
1,2022-10-17,2,24,BH,2-24-BH,Grass,Andropogon virginicus,Andropogon virginicus,3
1,2022-10-17,2,24,BH,2-24-BH,Grass,Pasture Grass,Cynodon dactylon,7
1,2022-10-17,2,24,BH,2-24-BH,Sedge,Ruderal Graminoid,Cyperus spp.,4
1,2022-10-17,2,24,BH,2-24-BH,Forb,Obligate Forb,Dalea pinnata,0
1,2022-10-17,2,24,BH,2-24-BH,Forb,Ruderal Forb,Dichondra spp.,2
1,2022-10-17,2,24,BH,2-24-BH,Grass,Eragrostis spectabilis,Eragrostis spectabilis,0
1,2022-10-17,2,24,BH,2-24-BH,Grass,Ruderal Grass,Eustachys petraea,2
1,2022-10-17,2,24,BH,2-24-BH,Forb,Ruderal Forb,Lactuca canadensis,1
1,2022-10-17,2,24,BH,2-24-BH,Forb,Obligate Forb,Liatris gracilis,3
1,2022-10-17,2,24,BH,2-24-BH,Forb,Ruderal Forb,Oxalis corniculata,2
1,2022-10-17,2,24,BH,2-24-BH,Grass,Pasture Grass,Paspalum notatum,7
1,2022-10-17,2,24,BH,2-24-BH,Grass,Ruderal Graminoid,Paspalum setaceum,0
1,2022-10-17,2,24,BH,2-24-BH,Forb,Obligate Forb,Pityopsis trayci,5
1,2022-10-17,2,24,BH,2-24-BH,Forb,Ruderal Forb,Richardia spp.,1
1,2022-10-17,2,24,BH,2-24-BH,Forb,Ruderal Forb,Rumex hastatulus,0
1,2022-10-17,2,24,BH,2-24-BH,Grass,Obligate Graminoid,Sorghastrum secundum,4
1,2022-10-18,2,20,C,2-20-C,Grass,Ruderal Grass,Eustachys petraea,2
2,2023-10-30,1,1,W,1-1-W,Grass,Obligate Graminoid,Andropogon ternarius,0
2,2023-10-30,1,1,W,1-1-W,Grass,Andropogon virginicus,Andropogon virginicus,0
2,2023-10-30,1,1,W,1-1-W,Grass,Aristida beyrichiana,Aristida beyrichiana,0
2,2023-10-30,1,1,W,1-1-W,Grass,Aristida beyrichiana,Aristida beyrichiana,0
2,2023-10-30,1,1,W,1-1-W,Bare,Bareground,Bareground,1
2,2023-10-30,1,1,W,1-1-W,Forb,Ruderal Forb,Bidens alba,0
2,2023-10-30,1,1,W,1-1-W,Grass,Pasture Grass,Cynodon dactylon,10
2,2023-10-30,1,1,W,1-1-W,Sedge,Ruderal Graminoid,Cyperus spp.,4
2,2023-10-30,1,1,W,1-1-W,Forb,Obligate Forb,Dalea pinnata,0
2,2023-10-30,1,1,W,1-1-W,Grass,Ruderal Forb,Dichondra spp.,0
2,2023-10-30,1,1,W,1-1-W,Grass,Eragrostis spectabilis,Eragrostis spectabilis,0
2,2023-10-30,1,1,W,1-1-W,Forb,Ruderal Forb,Galactia spp.,0
2,2023-10-30,1,1,W,1-1-W,Forb,Ruderal Forb,Gamochaeta spp.,0
2,2023-10-30,1,1,W,1-1-W,Forb,Ruderal Forb,Indigofera hirsuta,0
2,2023-10-30,1,1,W,1-1-W,Forb,Ruderal Forb,Lactuca canadensis,0
2,2023-10-30,1,1,W,1-1-W,Forb,Obligate Forb,Liatris gracilis,0
2,2023-10-30,1,1,W,1-1-W,Forb,Ruderal Forb,Oenothera laciniata,0
2,2023-10-30,1,1,W,1-1-W,Forb,Ruderal Forb,Oxalis corniculata,1
2,2023-10-30,1,1,W,1-1-W,Grass,Pasture Grass,Paspalum notatum,4
2,2023-10-30,1,1,W,1-1-W,Grass,Ruderal Graminoid,Paspalum setaceum,0
2,2023-10-30,1,1,W,1-1-W,Forb,Obligate Forb,Pityopsis trayci,5
2,2023-10-30,1,1,W,1-1-W,Forb,Ruderal Forb,Richardia spp.,4
2,2023-10-30,1,1,W,1-1-W,Forb,Ruderal Forb,Rumex hastatulus,0
2,2023-10-30,1,1,W,1-1-W,Grass,Obligate Graminoid,Sorghastrum secundum,0
2,2023-10-30,1,2,C,1-2-C,Grass,Obligate Graminoid,Andropogon ternarius,0
2,2023-10-30,1,2,C,1-2-C,Grass,Andropogon virginicus,Andropogon virginicus,0
2,2023-10-30,1,2,C,1-2-C,Bare,Bareground,Bareground,1
2,2023-10-30,1,2,C,1-2-C,Forb,Ruderal Forb,Bidens alba,0
2,2023-10-30,1,2,C,1-2-C,Grass,Pasture Grass,Cynodon dactylon,9
2,2023-10-30,1,2,C,1-2-C,Sedge,Ruderal Graminoid,Cyperus spp.,2
2,2023-10-30,1,2,C,1-2-C,Forb,Obligate Forb,Dalea pinnata,0
2,2023-10-30,1,2,C,1-2-C,Grass,Ruderal Forb,Dichondra spp.,0
2,2023-10-30,1,2,C,1-2-C,Grass,Eragrostis spectabilis,Eragrostis spectabilis,0
2,2023-10-30,1,2,C,1-2-C,Forb,Ruderal Forb,Galactia spp.,0
2,2023-10-30,1,2,C,1-2-C,Forb,Ruderal Forb,Gamochaeta spp.,0
2,2023-10-30,1,2,C,1-2-C,Forb,Ruderal Forb,Indigofera hirsuta,0
2,2023-10-30,1,2,C,1-2-C,Forb,Ruderal Forb,Lactuca canadensis,0
2,2023-10-30,1,2,C,1-2-C,Forb,Obligate Forb,Liatris gracilis,0
2,2023-10-30,1,2,C,1-2-C,Forb,Ruderal Forb,Oenothera laciniata,0
2,2023-10-30,1,2,C,1-2-C,Forb,Ruderal Forb,Oxalis corniculata,1
2,2023-10-30,1,2,C,1-2-C,Grass,Pasture Grass,Paspalum notatum,2
2,2023-10-30,1,2,C,1-2-C,Grass,Ruderal Graminoid,Paspalum setaceum,0
2,2023-10-30,1,2,C,1-2-C,Forb,Obligate Forb,Pityopsis trayci,0
2,2023-10-30,1,2,C,1-2-C,Forb,Ruderal Forb,Richardia spp.,0
2,2023-10-30,1,2,C,1-2-C,Forb,Ruderal Forb,Rumex hastatulus,0
2,2023-10-30,1,2,C,1-2-C,Grass,Obligate Graminoid,Sorghastrum secundum,0
2,2023-10-30,1,3,LM,1-3-LM,Grass,Obligate Graminoid,Andropogon ternarius,0
2,2023-10-30,1,3,LM,1-3-LM,Grass,Andropogon virginicus,Andropogon virginicus,0
2,2023-10-30,1,3,LM,1-3-LM,Bare,Bareground,Bareground,1
2,2023-10-30,1,3,LM,1-3-LM,Forb,Ruderal Forb,Bidens alba,0
2,2023-10-30,1,3,LM,1-3-LM,Grass,Pasture Grass,Cynodon dactylon,6
2,2023-10-30,1,3,LM,1-3-LM,Sedge,Ruderal Graminoid,Cyperus spp.,4
2,2023-10-30,1,3,LM,1-3-LM,Forb,Obligate Forb,Dalea pinnata,0
2,2023-10-30,1,3,LM,1-3-LM,Grass,Ruderal Forb,Dichondra spp.,0
2,2023-10-30,1,3,LM,1-3-LM,Grass,Eragrostis spectabilis,Eragrostis spectabilis,8
2,2023-10-30,1,3,LM,1-3-LM,Forb,Ruderal Forb,Galactia spp.,0
2,2023-10-30,1,3,LM,1-3-LM,Forb,Ruderal Forb,Gamochaeta spp.,0
2,2023-10-30,1,3,LM,1-3-LM,Forb,Ruderal Forb,Indigofera hirsuta,0
2,2023-10-30,1,3,LM,1-3-LM,Forb,Ruderal Forb,Lactuca canadensis,0
2,2023-10-30,1,3,LM,1-3-LM,Forb,Obligate Forb,Liatris gracilis,1
2,2023-10-30,1,3,LM,1-3-LM,Forb,Ruderal Forb,Oenothera laciniata,4
2,2023-10-30,1,3,LM,1-3-LM,Forb,Ruderal Forb,Oxalis corniculata,0
2,2023-10-30,1,3,LM,1-3-LM,Grass,Pasture Grass,Paspalum notatum,2
2,2023-10-30,1,3,LM,1-3-LM,Grass,Ruderal Graminoid,Paspalum setaceum,0
2,2023-10-30,1,3,LM,1-3-LM,Forb,Obligate Forb,Pityopsis trayci,8
2,2023-10-30,1,3,LM,1-3-LM,Forb,Ruderal Forb,Richardia spp.,0
2,2023-10-30,1,3,LM,1-3-LM,Forb,Ruderal Forb,Rumex hastatulus,0
2,2023-10-30,1,3,LM,1-3-LM,Grass,Obligate Graminoid,Sorghastrum secundum,3
2,2023-10-30,1,4,BM,1-4-BM,Grass,Obligate Graminoid,Andropogon ternarius,0
2,2023-10-30,1,4,BM,1-4-BM,Grass,Andropogon virginicus,Andropogon virginicus,5
2,2023-10-30,1,4,BM,1-4-BM,Bare,Bareground,Bareground,1
2,2023-10-30,1,4,BM,1-4-BM,Forb,Ruderal Forb,Bidens alba,0
2,2023-10-30,1,4,BM,1-4-BM,Grass,Pasture Grass,Cynodon dactylon,7
2,2023-10-30,1,4,BM,1-4-BM,Sedge,Ruderal Graminoid,Cyperus spp.,3
2,2023-10-30,1,4,BM,1-4-BM,Forb,Obligate Forb,Dalea pinnata,5
2,2023-10-30,1,4,BM,1-4-BM,Grass,Ruderal Forb,Dichondra spp.,0
2,2023-10-30,1,4,BM,1-4-BM,Grass,Eragrostis spectabilis,Eragrostis spectabilis,0
2,2023-10-30,1,4,BM,1-4-BM,Forb,Ruderal Forb,Galactia spp.,0
2,2023-10-30,1,4,BM,1-4-BM,Forb,Ruderal Forb,Gamochaeta spp.,0
2,2023-10-30,1,4,BM,1-4-BM,Forb,Ruderal Forb,Indigofera hirsuta,4
2,2023-10-30,1,4,BM,1-4-BM,Forb,Ruderal Forb,Lactuca canadensis,0
2,2023-10-30,1,4,BM,1-4-BM,Forb,Obligate Forb,Liatris gracilis,2
2,2023-10-30,1,4,BM,1-4-BM,Forb,Ruderal Forb,Oenothera laciniata,0
2,2023-10-30,1,4,BM,1-4-BM,Forb,Ruderal Forb,Oxalis corniculata,0
2,2023-10-30,1,4,BM,1-4-BM,Grass,Pasture Grass,Paspalum notatum,0
2,2023-10-30,1,4,BM,1-4-BM,Grass,Ruderal Graminoid,Paspalum setaceum,0
2,2023-10-30,1,4,BM,1-4-BM,Forb,Obligate Forb,Pityopsis trayci,8
2,2023-10-30,1,4,BM,1-4-BM,Forb,Ruderal Forb,Richardia spp.,0
2,2023-10-30,1,4,BM,1-4-BM,Forb,Ruderal Forb,Rumex hastatulus,0
2,2023-10-30,1,4,BM,1-4-BM,Grass,Obligate Graminoid,Sorghastrum secundum,7
2,2023-10-30,1,5,LH,1-5-LH,Grass,Obligate Graminoid,Andropogon ternarius,0
2,2023-10-30,1,5,LH,1-5-LH,Grass,Andropogon virginicus,Andropogon virginicus,0
2,2023-10-30,1,5,LH,1-5-LH,Bare,Bareground,Bareground,1
2,2023-10-30,1,5,LH,1-5-LH,Forb,Ruderal Forb,Bidens alba,0
2,2023-10-30,1,5,LH,1-5-LH,Grass,Pasture Grass,Cynodon dactylon,4
2,2023-10-30,1,5,LH,1-5-LH,Sedge,Ruderal Graminoid,Cyperus spp.,2
2,2023-10-30,1,5,LH,1-5-LH,Forb,Obligate Forb,Dalea pinnata,5
2,2023-10-30,1,5,LH,1-5-LH,Grass,Ruderal Forb,Dichondra spp.,0
2,2023-10-30,1,5,LH,1-5-LH,Grass,Eragrostis spectabilis,Eragrostis spectabilis,9
2,2023-10-30,1,5,LH,1-5-LH,Forb,Ruderal Forb,Galactia spp.,0
2,2023-10-30,1,5,LH,1-5-LH,Forb,Ruderal Forb,Gamochaeta spp.,0
2,2023-10-30,1,5,LH,1-5-LH,Forb,Ruderal Forb,Indigofera hirsuta,0
2,2023-10-30,1,5,LH,1-5-LH,Forb,Ruderal Forb,Lactuca canadensis,0
2,2023-10-30,1,5,LH,1-5-LH,Forb,Obligate Forb,Liatris gracilis,3
2,2023-10-30,1,5,LH,1-5-LH,Forb,Ruderal Forb,Oenothera laciniata,1
2,2023-10-30,1,5,LH,1-5-LH,Forb,Ruderal Forb,Oxalis corniculata,1
2,2023-10-30,1,5,LH,1-5-LH,Grass,Pasture Grass,Paspalum notatum,0
2,2023-10-30,1,5,LH,1-5-LH,Grass,Ruderal Graminoid,Paspalum setaceum,0
2,2023-10-30,1,5,LH,1-5-LH,Forb,Obligate Forb,Pityopsis trayci,8
2,2023-10-30,1,5,LH,1-5-LH,Forb,Ruderal Forb,Richardia spp.,0
2,2023-10-30,1,5,LH,1-5-LH,Forb,Ruderal Forb,Rumex hastatulus,0
2,2023-10-30,1,5,LH,1-5-LH,Grass,Obligate Graminoid,Sorghastrum secundum,7
2,2023-10-30,1,6,BH,1-6-BH,Grass,Obligate Graminoid,Andropogon ternarius,0
2,2023-10-30,1,6,BH,1-6-BH,Grass,Andropogon virginicus,Andropogon virginicus,5
2,2023-10-30,1,6,BH,1-6-BH,Bare,Bareground,Bareground,1
2,2023-10-30,1,6,BH,1-6-BH,Forb,Ruderal Forb,Bidens alba,0
2,2023-10-30,1,6,BH,1-6-BH,Grass,Pasture Grass,Cynodon dactylon,7
2,2023-10-30,1,6,BH,1-6-BH,Sedge,Ruderal Graminoid,Cyperus spp.,3
2,2023-10-30,1,6,BH,1-6-BH,Forb,Obligate Forb,Dalea pinnata,3
2,2023-10-30,1,6,BH,1-6-BH,Grass,Ruderal Forb,Dichondra spp.,0
2,2023-10-30,1,6,BH,1-6-BH,Grass,Eragrostis spectabilis,Eragrostis spectabilis,0
2,2023-10-30,1,6,BH,1-6-BH,Forb,Ruderal Forb,Galactia spp.,0
